id,name,slug,small_logo_thumb_url,website,all_locations,long_description,one_liner,team_size,industry,subindustry,launched_at,tags/0,tags/1,top_company,isHiring,nonprofit,batch,status,industries/0,industries/1,regions/0,regions/1,stage,app_video_public,demo_day_video_public,app_answers,question_answers,objectID,_highlightResult/name/value,_highlightResult/name/matchLevel,_highlightResult/website/value,_highlightResult/website/matchLevel,_highlightResult/all_locations/value,_highlightResult/all_locations/matchLevel,_highlightResult/long_description/value,_highlightResult/long_description/matchLevel,_highlightResult/one_liner/value,_highlightResult/one_liner/matchLevel,_highlightResult/tags/0/value,_highlightResult/tags/0/matchLevel,_highlightResult/tags/1/value,_highlightResult/tags/1/matchLevel,former_names/0,_highlightResult/former_names/0/value,_highlightResult/former_names/0/matchLevel,tags/2,tags/3,regions/2,regions/3,_highlightResult/tags/2/value,_highlightResult/tags/2/matchLevel,_highlightResult/tags/3/value,_highlightResult/tags/3/matchLevel,tags/4,_highlightResult/tags/4/value,_highlightResult/tags/4/matchLevel,former_names/1,_highlightResult/former_names/1/value,_highlightResult/former_names/1/matchLevel,tags_highlighted/0,former_names/2,_highlightResult/former_names/2/value,_highlightResult/former_names/2/matchLevel
30269,Strike,strike,https://bookface-images.s3.amazonaws.com/small_logos/e3212b214ed79ac19b611c2453947f4caaa6755d.png,http://tradestrike.app,"San Francisco, CA, USA","Still in stealth, reach out to learn more!",Prediction markets for businesses,3,Consumer,Consumer -> Gaming,1740523068,Marketplace,,false,true,false,Winter 2025,Active,Consumer,,United States of America,America / Canada,Early,false,false,,false,30269,Strike,none,http://tradestrike.app,none,"San Francisco, CA, USA",none,"Still in stealth, reach out to learn more!",none,Prediction markets for businesses,none,Marketplace,none,,,PowerPlay,PowerPlay,none,,,,,,,,,,,,,,,,,,
30257,Pave Robotics,pave-robotics,https://bookface-images.s3.amazonaws.com/small_logos/928589de1c658eafaba5d1b3f60eee04d58ffa36.png,https://pave-robotics.com,,"Pave Robotics builds robots that seal cracks in asphalt, helping paving companies save time and money. Our robots work 24/7 and deliver higher-quality results than humans.",Robots that repair roads,3,Industrials,Industrials -> Manufacturing and Robotics,1738630910,,,false,true,false,Winter 2025,Active,Industrials,Manufacturing and Robotics,Unspecified,,Early,false,false,,false,30257,Pave Robotics,none,https://pave-robotics.com,none,,none,"Pave Robotics builds robots that seal cracks in asphalt, helping paving companies save time and money. Our robots work 24/7 and deliver higher-quality results than humans.",none,Robots that repair roads,none,,,,,,,,,,,,,,,,,,,,,,,,,
30255,Olive,olive,https://bookface-images.s3.amazonaws.com/small_logos/544faf85c3fb3b0e5acf3a985a6a1ce535df4377.png,https://fromolive.com,"San Francisco, CA, USA",Olive connects to your database & third party services to help you build admin dashboards and support tools in minutes.,Build admin dashboards with a prompt.,2,B2B,Fintech -> Consumer Finance,1740018718,Artificial Intelligence,Developer Tools,false,true,false,Winter 2025,Active,B2B,"Engineering, Product and Design",United States of America,America / Canada,Early,false,false,,false,30255,Olive,none,https://fromolive.com,none,"San Francisco, CA, USA",none,Olive connects to your database & third party services to help you build admin dashboards and support tools in minutes.,none,Build admin dashboards with a prompt.,none,Artificial Intelligence,none,Developer Tools,none,,,,B2B,,,,B2B,none,,,,,,,,,,,,
30251,Mecha Health,mecha-health,https://bookface-images.s3.amazonaws.com/small_logos/e851087b2c25e5bd175d39d8631791d74e04ebb1.png,https://www.mecha-health.ai/,"San Francisco, CA, USA","Mecha Health builds foundation models to automate x-ray analysis for radiologists. We take medical images and process them using proprietary models to produce accurate draft medical reports. Our first model was built in less than two months, and beat Microsoft, Google, and OpenAI on clinical accuracy metrics. On top of that, it’s two orders of magnitude smaller and trained with a quarter of the data.

We are partnering with the largest privately owned radiology practice in the US and a multinational tele-radiology company to provide them with their own foundation model, enabling their radiologists to go from reading 1 scan per hour to 1 scan every 5 minutes. By charging on a per scan basis, x-ray report generation represents a 40B+ market opportunity. ",Foundation models to automate x-ray analysis for radiologists,4,Healthcare,Healthcare,1737153298,Artificial Intelligence,Machine Learning,false,false,false,Winter 2025,Active,Healthcare,,United States of America,America / Canada,Early,false,false,,false,30251,Mecha Health,none,https://www.mecha-health.ai/,none,"San Francisco, CA, USA",none,"Mecha Health builds foundation models to automate x-ray analysis for radiologists. We take medical images and process them using proprietary models to produce accurate draft medical reports. Our first model was built in less than two months, and beat Microsoft, Google, and OpenAI on clinical accuracy metrics. On top of that, it’s two orders of magnitude smaller and trained with a quarter of the data.

We are partnering with the largest privately owned radiology practice in the US and a multinational tele-radiology company to provide them with their own foundation model, enabling their radiologists to go from reading 1 scan per hour to 1 scan every 5 minutes. By charging on a per scan basis, x-ray report generation represents a 40B+ market opportunity. ",none,Foundation models to automate x-ray analysis for radiologists,none,Artificial Intelligence,none,Machine Learning,none,,,,Computer Vision,Health Tech,,,Computer Vision,none,Health Tech,none,Healthcare,Healthcare,none,,,,,,,
30233,Inversion Semiconductor,inversion-semiconductor,https://bookface-images.s3.amazonaws.com/small_logos/f8f65cc20ede5375e5fb2b79c8dcf6d37b04f4c2.png,https://www.inversionsemi.com,"San Francisco, CA, USA","Inversion Semiconductor is developing the next-generation chip fabrication machine, to create the most powerful chips 15x faster. Our vision is to reshore advanced chip fabrication capabilities in the West.

We're building a lithography machine. Lithography uses light to pattern circuit features on silicon. We're scaling transistors to their physical limits by shrinking particle accelerators 1000x, to create a high power light source. 

Using our light source we will double transistor density for a given numerical aperture and 3x throughput.","Manufacturing the most powerful chips, 15x faster",5,Industrials,Industrials -> Manufacturing and Robotics,1740019402,Hardware,Manufacturing,false,false,false,Winter 2025,Active,Industrials,Manufacturing and Robotics,United States of America,America / Canada,Early,false,false,,false,30233,Inversion Semiconductor,none,https://www.inversionsemi.com,none,"San Francisco, CA, USA",none,"Inversion Semiconductor is developing the next-generation chip fabrication machine, to create the most powerful chips 15x faster. Our vision is to reshore advanced chip fabrication capabilities in the West.

We're building a lithography machine. Lithography uses light to pattern circuit features on silicon. We're scaling transistors to their physical limits by shrinking particle accelerators 1000x, to create a high power light source. 

Using our light source we will double transistor density for a given numerical aperture and 3x throughput.",none,"Manufacturing the most powerful chips, 15x faster",none,Hardware,none,Manufacturing,none,Axiom Semiconductor Inc.,Axiom Semiconductor Inc.,none,Semiconductors,,,,Semiconductors,none,,,,,,,,,,,,
30224,Maritime Fusion,maritime-fusion,https://bookface-images.s3.amazonaws.com/small_logos/2af0192d25e843e5333e635fa35115413fbca155.png,https://maritimefusion.com,,"Maritime Fusion is building HTS (high-temperature superconducting) fusion reactors for defense and commercial shipping applications. Breakeven fusion is coming soon, but the first-of-a-kind (FOAK) reactors will be costly, high maintenance, and have low capacity factors, leading to 5–10x higher electricity cost on the grid. Maritime Fusion is pursuing the most widely accepted approach to fusion, the tokamak, but specifically designed for the marine environment where the challenges that arise between breakeven and a commercially viable energy source are alleviated. The market we're targeting requires 15x less power, lower up-time, and costs the same as alternative fuels but without any emissions. Since fusion does not use highly radioactive fuels or materials – unlike fission – we sidestep the vast majority of regulatory challenges and safety risks associated with nuclear energy. Our team brings over a decade of industry and research experience in plasma physics, nuclear engineering, and electrical engineering with backgrounds at SpaceX, Tesla, Columbia University, and University of Pennsylvania.",Fusion reactors for ships,4,Industrials,Industrials -> Energy,1739572830,Fusion Energy,Hard Tech,false,true,false,Winter 2025,Active,Industrials,Energy,Unspecified,,Early,false,false,,false,30224,Maritime Fusion,none,https://maritimefusion.com,none,,none,"Maritime Fusion is building HTS (high-temperature superconducting) fusion reactors for defense and commercial shipping applications. Breakeven fusion is coming soon, but the first-of-a-kind (FOAK) reactors will be costly, high maintenance, and have low capacity factors, leading to 5–10x higher electricity cost on the grid. Maritime Fusion is pursuing the most widely accepted approach to fusion, the tokamak, but specifically designed for the marine environment where the challenges that arise between breakeven and a commercially viable energy source are alleviated. The market we're targeting requires 15x less power, lower up-time, and costs the same as alternative fuels but without any emissions. Since fusion does not use highly radioactive fuels or materials – unlike fission – we sidestep the vast majority of regulatory challenges and safety risks associated with nuclear energy. Our team brings over a decade of industry and research experience in plasma physics, nuclear engineering, and electrical engineering with backgrounds at SpaceX, Tesla, Columbia University, and University of Pennsylvania.",none,Fusion reactors for ships,none,Fusion Energy,none,Hard Tech,none,,,,Energy,,,,Energy,none,,,,,,,,,,,,
30204,Subtrace,subtrace,https://bookface-images.s3.amazonaws.com/small_logos/e806fda08a2985d5611237545c62cc046d58b489.png,https://subtrace.dev,"San Francisco, CA, USA","Subtrace is a zero-code network tracer. It's like having an inspect element button for your whole infra: when you start a process with Subtrace, you'll see every HTTP request coming in and going out in realtime. Under the hood, it uses BPF to make this possible without any root privileges or code changes. We have ~2.5k stars on Github.",Zero code network tracer,2,B2B,"B2B -> Engineering, Product and Design",1733176117,,,false,false,false,Winter 2025,Active,B2B,"Engineering, Product and Design",United States of America,America / Canada,Early,false,false,,false,30204,Subtrace,none,https://subtrace.dev,none,"San Francisco, CA, USA",none,"Subtrace is a zero-code network tracer. It's like having an inspect element button for your whole infra: when you start a process with Subtrace, you'll see every HTTP request coming in and going out in realtime. Under the hood, it uses BPF to make this possible without any root privileges or code changes. We have ~2.5k stars on Github.",none,Zero code network tracer,none,,,,,,,,,,,,,,,,,,,,,,,,,
30200,Karoo,karoo,https://bookface-images.s3.amazonaws.com/small_logos/0325dd0445e6e32c47cab4c3ffeb0610307557e0.png,https://www.karoo.ca,"Toronto, ON, Canada",Canadians have not benefitted from fintech innovations in the last 10 years. They are stuck with a banking oligopoly and limited access to tech-first financial offerings (a lot of products still require you going to a branch in person!). We're fixing this.,Canadian neobank focused on lending,3,Fintech,Fintech -> Consumer Finance,1736890224,Fintech,Consumer,false,false,false,Winter 2025,Active,Fintech,Consumer Finance,Canada,America / Canada,Early,false,false,,false,30200,Karoo,none,https://www.karoo.ca,none,"Toronto, ON, Canada",none,Canadians have not benefitted from fintech innovations in the last 10 years. They are stuck with a banking oligopoly and limited access to tech-first financial offerings (a lot of products still require you going to a branch in person!). We're fixing this.,none,Canadian neobank focused on lending,none,Fintech,none,Consumer,none,,,,Neobank,,,,Neobank,none,,,,,,,,,,,,
30192,Axiom,axiom,https://bookface-images.s3.amazonaws.com/small_logos/3ffbe7a826e30d31bb15e11d521be0059beb3f81.png,https://axiom.trade,,"Axiom is the trading platform for decentralized finance and currently offers memecoins, perpetuals, and yield. Since launch we've hit 10M MRR and 5M monthly net profit.","Trade memecoins, perpetuals, and earn yield.",2,Fintech,Fintech -> Consumer Finance,1738295687,Fintech,Crypto / Web3,false,true,false,Winter 2025,Active,Fintech,Consumer Finance,Unspecified,,Early,false,false,,false,30192,Axiom,none,https://axiom.trade,none,,none,"Axiom is the trading platform for decentralized finance and currently offers memecoins, perpetuals, and yield. Since launch we've hit 10M MRR and 5M monthly net profit.",none,"Trade memecoins, perpetuals, and earn yield.",none,Fintech,none,Crypto / Web3,none,,,,Consumer Finance,Trading,,,Consumer Finance,none,Trading,none,,,,,,,Crypto / Web3,,,
30190,Steinmetz,steinmetz,https://bookface-images.s3.amazonaws.com/small_logos/7129b09063db1ee505fc021f9ba599589830633b.png,https://steinmetzmotors.com/,"San Francisco, CA, USA","Steinmetz is an electric vehicle platform company based in San Francisco. We use new power electronics techniques to significantly improve power densities (kW/kg, kW/L) bringing down vehicle system costs and even unit costs.

Our first products are Inverters/motor controllers with industry-leading power densities while remaining cost competitive.",Hardware for Electric Vehicles.,2,Industrials,Industrials,1740381508,Hardware,,false,false,false,Winter 2025,Active,Industrials,,United States of America,America / Canada,Early,false,false,,true,30190,Steinmetz,none,https://steinmetzmotors.com/,none,"San Francisco, CA, USA",none,"Steinmetz is an electric vehicle platform company based in San Francisco. We use new power electronics techniques to significantly improve power densities (kW/kg, kW/L) bringing down vehicle system costs and even unit costs.

Our first products are Inverters/motor controllers with industry-leading power densities while remaining cost competitive.",none,Hardware for Electric Vehicles.,none,Hardware,none,,,,,,,,,,,,,,,,,,,,,,,
30189,SubImage,subimage,https://bookface-images.s3.amazonaws.com/small_logos/85fc2e3ee1b407fdf958403fc2fbd25fff6a7cac.png,https://subimage.io,,"SubImage builds maps of your infrastructure to give you visibility on what assets you have and how they relate to each other. This enables any security team to deeply understand their environments and reduce risk.

SubImage is a managed offering built around the Cartography open-source project, and is founded by members of Cartography's original team.",Software that maps your infrastructure. Open core alternative to Wiz,3,B2B,B2B -> Security,1736799545,,,false,true,false,Winter 2025,Active,B2B,Security,Unspecified,,Early,false,false,,false,30189,SubImage,none,https://subimage.io,none,,none,"SubImage builds maps of your infrastructure to give you visibility on what assets you have and how they relate to each other. This enables any security team to deeply understand their environments and reduce risk.

SubImage is a managed offering built around the Cartography open-source project, and is founded by members of Cartography's original team.",none,Software that maps your infrastructure. Open core alternative to Wiz,none,,,,,,,,,,,,,,,,,,,,,,,,,
30020,Invo,invo,https://bookface-images.s3.amazonaws.com/small_logos/a1fd3feaabb1bf7c02242dc68b14d1871864599f.png,https://www.tryinvo.com/,,,AI-Powered Collections Platform for Food Distributors,2,Fintech,Healthcare -> Healthcare IT,1739468184,,,false,false,false,Winter 2025,Active,Fintech,Credit and Lending,Unspecified,,Early,false,false,,false,30020,Invo,none,https://www.tryinvo.com/,none,,none,,none,AI-Powered Collections Platform for Food Distributors,none,,,,,Radah,Radah,none,,,,,,,,,,,,Rada,Rada,none,,rada,rada,none
29959,Uncommon Therapeutics,uncommon-therapeutics,https://bookface-images.s3.amazonaws.com/small_logos/791a2a1e71f62bafa47311d3711d9cab4712eea4.png,https://uncommontherapeutics.com,"San Francisco, CA, USA","Our founder Noah, an experienced tech entrepreneur, was directly impacted by a severe genetic disease when his daughter was diagnosed with Rett Syndrome, a disease that afflicts 1 in 10,000 girls. Using an innovative polytherapy strategy, we’ve successfully improved her quality of life, and have designed new therapeutics that each could be worth billions and together could deliver a cure.","A Disease Focused Biotech, Building Multiple Billion Dollar Drugs",2,Healthcare,Healthcare -> Therapeutics,1740166772,Gene Therapy,CRISPR,false,false,false,Winter 2025,Active,Healthcare,Therapeutics,United States of America,America / Canada,Early,false,false,,false,29959,Uncommon Therapeutics,none,https://uncommontherapeutics.com,none,"San Francisco, CA, USA",none,"Our founder Noah, an experienced tech entrepreneur, was directly impacted by a severe genetic disease when his daughter was diagnosed with Rett Syndrome, a disease that afflicts 1 in 10,000 girls. Using an innovative polytherapy strategy, we’ve successfully improved her quality of life, and have designed new therapeutics that each could be worth billions and together could deliver a cure.",none,"A Disease Focused Biotech, Building Multiple Billion Dollar Drugs",none,Gene Therapy,none,CRISPR,none,,,,Biotechnology,,Remote,Partly Remote,Biotechnology,none,,,,,,,,,,,,
29662,Atum Works,atum-works,https://bookface-images.s3.amazonaws.com/small_logos/919432869b9d7a01cb7d24ccff7380278318f625.png,https://atum.works/,"Mountain View, CA, USA","Atum Works is building 3D ASML.

Founded by Caltech and NASA engineers, we're starting the next scaling law of semiconductor manufacturing, this time in 3D.",Gigascale Nanomanufacturing,3,Industrials,Industrials -> Manufacturing and Robotics,1745346268,Hard Tech,3D Printing,false,false,false,Spring 2025,Active,Industrials,Manufacturing and Robotics,United States of America,America / Canada,Early,false,false,,false,29662,Atum Works,none,https://atum.works/,none,"Mountain View, CA, USA",none,"Atum Works is building 3D ASML.

Founded by Caltech and NASA engineers, we're starting the next scaling law of semiconductor manufacturing, this time in 3D.",none,Gigascale Nanomanufacturing,none,Hard Tech,none,3D Printing,none,phorg,phorg,none,Semiconductors,,,,Semiconductors,none,,,,,,ATUM WORKS,ATUM WORKS,none,,ATUM Works,ATUM Works,none
30643,Nuntius,nuntius,https://bookface-images.s3.amazonaws.com/small_logos/419ca938d39201c4fff4ef02cd003dd413be8954.png,https://www.nuntius.ai,"San Francisco, CA, USA",Applying artificial intelligence to economically productive use-cases requires bulletproof alignment. We’re solving that.,Making Models Follow Rules.,2,B2B,B2B -> Infrastructure,1754692935,Artificial Intelligence,Reinforcement Learning,false,false,false,Summer 2025,Inactive,B2B,Infrastructure,United States of America,America / Canada,Early,false,false,,false,30643,Nuntius,none,https://www.nuntius.ai,none,"San Francisco, CA, USA",none,Applying artificial intelligence to economically productive use-cases requires bulletproof alignment. We’re solving that.,none,Making Models Follow Rules.,none,Artificial Intelligence,none,Reinforcement Learning,none,,,,,,,,,,,,,,,,,,,,,
